502,KR,KR-22,Satara,0 512.1,0,512.1,0 20159.0 0,20159.0,975,21134.0,0 1264.3 0,1264.3,148.4 615.5 0,764.0,148.4,1879.9,0,2028.3
503,KR,KR-23,Satara,0 512.1,0,512.1,0 20085.0 0,20085.0,800,20885.0,0 1162.8 0,1162.8,384.6 481.5 0,866.1,384.6,1644.3,0,2028.8
504,KR,KR-24,Sangli,644.2 644.2,0,644.2,2442.0 2271.0 0,4713.0,0,4713.0,163.6 175.8 0,339.4,3997.9 43.2 0,4041.0,4161.5,218.9,0,4380.4
505,KR,KR-24,Satara,0 512.1,0,512.1,0 27019.0 0,27019.0,1855,28874.0,0 1694.6 0,1694.6,0 633.1 0,633.1,0,2327.6,0,2327.6
506,KR,KR-25,Satara,0 512.1,0,512.1,0 900.0 0,900.0,177,1077.0,0 47.9 0,47.9,0 120.8 0,120.8,0,168.7,0,168.7
507,KR,KR-25,Sangli,644.2 644.2,0,644.2,2333.0 35480.0 0,37813.0,0,37813.0,156.3 2425.2 0,2581.5,5689.9 539.4 0,6229.3,5846.1,2964.6,0,8810.8
508,KR,KR-26,Satara,0 1926.0,0,1926.0,0 6680.0 0,6680.0,1524,8204.0,0 123.5 0,123.5,490.4 186.1 0,676.5,490.4,309.6,0,800.0
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
509,KR,KR-27,Satara,0 1926.0,0,1926.0,0 9714.0 0,9714.0,4832,14546.0,0 119.8 0,119.8,0 169.6 0,169.6,0,289.4,0,289.4
510,KR,KR-28,Sangli,0 1058.5,0,1058.5,0 13435.0 0,13435.0,6202,19637.0,0 655.8 0,655.8,0 7.1 0,7.1,0,662.9,0,662.9
511,KR,KR-28,Satara,0 1926.0,0,1926.0,0 1561.0 0,1561.0,345,1906.0,0 19.3 0,19.3,0 0.0 0,0,0,19.3,0,19.3
512,KR,KR-29,Sangli,0 1058.5,0,1058.5,0 4105.0 0,4105.0,3316,7421.0,0 200.4 0,200.4,0 0.2 0,0.2,0,200.6,0,200.6
513,KR,KR-29,Kolhapur,0 1823.5,0,1823.5,0 4574.0 0,4574.0,8500,13074.0,0 445.8 0,445.8,0 66.2 0,66.2,0,512.0,0,512.0
514,KR,KR-3,Satara,0 2469.0,0,2469.0,0 17688.0 0,17688.0,14420,32108.0,0 279.6 0,279.6,0 242.4 0,242.4,0,522.0,0,522.0
515,KR,KR-30,Satara,0 1926.0,0,1926.0,0 32342.0 0,32342.0,8600,40942.0,0 598.0 0,598.0,120.8 353.2 0,474.0,120.8,951.2,0,1072.0
516,KR,KR-31,Satara,0 742.1,0,742.1,0 24350.0 0,24350.0,5571,29921.0,0 1526.1 0,1526.1,496.3 1062.6 0,1558.9,496.3,2588.7,0,3084.9
517,KR,KR-32,Sangli,756.0 756.0,756.0,756.0,2798.7 19665.7 5855.7,28320.0,169,28489.0,220.0 1546.2 460.4,2226.6,5960.6 43.2 0,6003.9,6180.7,1589.4,460.4,8230.4
518,KR,KR-32,Satara,742.1 742.1,0,742.1,1003.0 1295.0 0,2298.0,480,2778.0,77.4 100.0 0,177.4,619.5 484.9 0,1104.4,696.9,584.9,0,1281.8
519,KR,KR-33,Sangli,644.2 644.2,644.2,644.2,16082.9 5644.0 1736.1,23463.0,0,23463.0,1077.5 378.1 116.3,1571.9,4616.0 95.2 0,4711.2,5693.4,473.3,116.3,6283.0
520,KR,KR-34,Sangli,644.2 644.2,0,644.2,29093.1 3156.9 0,32250.0,0,32250.0,2099.0 227.8 0,2326.8,4836.4 77.1 0,4913.5,6935.4,304.9,0,7240.3
521,KR,KR-35,Sangli,649.7 649.7,649.7,649.7,31858.1 7850.2 1571.7,41280.0,0,41280.0,2464.0 607.2 106.2,3177.4,4445.0 403.8 0,4848.9,6909.1,1011.0,106.2,8026.3
522,KR,KR-36,Sangli,649.7 649.7,0,649.7,19733.5 15689.6 0,35423.0,0,35423.0,1333.4 1213.5 0,2546.9,2925.8 1154.7 0,4080.5,4259.2,2368.2,0,6627.4
523,KR,KR-37,Sangli,497.9 497.9,0,497.9,19139.9 726.1 0,19866.0,0,19866.0,991.1 32.4 0,1023.5,3005.3 33.2 0,3038.5,3996.3,65.6,0,4061.9
524,KR,KR-38,Sangli,667.9 667.9,0,667.9,25199.0 3420.0 0,28619.0,0,28619.0,1468.0 199.3 0,1667.3,3108.2 214.9 0,3323.1,4576.3,414.1,0,4990.4
525,KR,KR-39,Sangli,497.9 497.9,0,497.9,19157.0 709.0 0,19866.0,0,19866.0,1130.4 31.6 0,1162.0,2589.4 10.5 0,2600.0,3719.8,42.1,0,3762.0
526,KR,KR-4,Satara,1048.0 1796.0,0,1694.9,3487.0 22316.0 0,25803.0,4990,30793.0,380.1 3342.4 0,3722.5,1505.2 347.6 0,1852.8,1885.2,3690.0,0,5575.2
527,KR,KR-40,Sangli,612.5 612.5,612.5,612.5,11626.3 16039.8 6518.9,34185.0,0,34185.0,789.7 1021.7 415.2,2226.6,4530.7 177.4 0,4708.2,5320.4,1199.1,415.2,6934.7
528,KR,KR-41,Sangli,0 756.0,756.0,756.0,0 24592.2 7154.1,31746.2,246,31992.0,0 2231.1 562.5,2793.6,795.4 567.6 0,1363.0,795.4,2798.7,562.5,4156.6
529,KR,KR-42,Sangli,756.0 1058.5,756.0,979.5,490.0 18696.0 6113.0,25299.0,600,25899.0,38.5 1303.8 480.6,1822.9,1793.1 594.7 0,2387.8,1831.7,1898.5,480.6,4210.7
530,KR,KR-42,Satara,0 742.1,0,742.1,0 1378.0 0,1378.0,0,1378.0,0 73.1 0,73.1,0 14.2 0,14.2,0,87.2,0,87.2
531,KR,KR-43,Sangli,1058.5 1058.5,1058.5,1058.5,863.0 20524.8 130.2,21518.0,476,21994.0,51.2 1431.3 7.7,1490.2,252.4 720.6 0,973.0,303.6,2151.9,7.7,2463.2
532,KR,KR-43,Satara,0 742.1,0,742.1,0 227.0 0,227.0,0,227.0,0 14.2 0,14.2,0 3.7 0,3.7,0,17.9,0,17.9
533,KR,KR-44,Sangli,0 1058.5,0,1058.5,0 15271.0 0,15271.0,2540,17811.0,0 1035.8 0,1035.8,0 286.9 0,286.9,0,1322.7,0,1322.7
534,KR,KR-44,Satara,0 742.1,0,742.1,0 165.0 0,165.0,0,165.0,0 10.3 0,10.3,0 8.7 0,8.7,0,19.1,0,19.1
535,KR,KR-45,Kolhapur,1823.5 1823.5,0,1823.5,2757.6 2102.4 0,4860.0,13000,17860.0,235.0 179.2 0,414.2,607.3 564.0 0,1171.3,842.3,743.2,0,1585.5
536,KR,KR-46,Kolhapur,0 1823.5,0,1823.5,0 16216.0 0,16216.0,24412,40628.0,0 1382.2 0,1382.2,0 1565.6 0,1565.6,0,2947.7,0,2947.7
537,KR,KR-47,Kolhapur,0 1674.8,0,1674.8,0 25029.0 0,25029.0,0,25029.0,0 2531.3 0,2531.3,0 2873.2 0,2873.2,0,5404.6,0,5404.6
538,KR,KR-48,Sangli,756.0 756.0,756.0,756.0,148.0 20096.9 8907.1,29152.0,525,29677.0,11.6 1823.3 700.3,2535.2,2194.8 633.8 0,2828.6,2206.4,2457.1,700.3,5363.8
539,KR,KR-49,Kolhapur,0 579.2,0,579.2,0 19311.0 0,19311.0,0,19311.0,0 1802.3 0,1802.3,0 1997.2 0,1997.2,0,3799.5,0,3799.5
540,KR,KR-5,Satara,1048.0 2469.0,0,2035.6,6469.0 14741.0 0,21210.0,6720,27930.0,705.1 233.0 0,938.1,2935.3 222.6 0,3157.8,3640.3,455.6,0,4095.9
541,KR,KR-50,Sangli,612.5 612.5,612.5,612.5,30665.9 649.0 5321.2,36636.0,0,36636.0,2232.6 41.3 338.9,2612.9,3656.0 309.6 0,3965.6,5888.6,350.9,338.9,6578.5
542,KR,KR-51,Sangli,612.5 612.5,0,612.5,14194.0 918.0 0,15112.0,368,15480.0,1033.4 58.5 0,1091.8,2231.8 227.7 0,2459.5,3265.1,286.2,0,3551.3
543,KR,KR-52,Sangli,617.3 617.3,0,617.3,4105.0 10735.0 0,14840.0,0,14840.0,263.5 788.2 0,1051.8,417.9 584.7 0,1002.6,681.4,1372.9,0,2054.3
544,KR,KR-53,Sangli,0 617.3,0,617.3,0 10134.0 0,10134.0,0,10134.0,0 744.1 0,744.1,0 297.1 0,297.1,0,1041.2,0,1041.2
545,KR,KR-54,Kolhapur,0 380.2,0,380.2,0 13716.0 0,13716.0,0,13716.0,0 581.8 0,581.8,0 2564.1 0,2564.1,0,3145.8,0,3145.8
546,KR,KR-55,Kolhapur,0 380.2,0,380.2,0 23869.0 0,23869.0,0,23869.0,0 1097.3 0,1097.3,0 1913.8 0,1913.8,0,3011.1,0,3011.1
547,KR,KR-56,Kolhapur,0 579.2,0,579.2,0 16576.0 0,16576.0,0,16576.0,0 1183.0 0,1183.0,0 2907.6 0,2907.6,0,4090.7,0,4090.7
548,KR,KR-57,Kolhapur,0 1674.8,0,1674.8,0 16907.0 0,16907.0,0,16907.0,0 1318.3 0,1318.3,0 3156.4 0,3156.4,0,4474.7,0,4474.7
549,KR,KR-58,Kolhapur,0 1674.8,0,1674.8,0 9407.0 0,9407.0,0,9407.0,0 733.5 0,733.5,0 2486.0 0,2486.0,0,3219.5,0,3219.5
550,KR,KR-59,Kolhapur,0 1823.5,0,1823.5,0 13778.0 0,13778.0,30745,44523.0,0 1468.0 0,1468.0,0 3047.2 0,3047.2,0,4515.2,0,4515.2
551,KR,KR-6,Satara,1048.0 765.4,0,861.7,8349.0 16141.0 0,24490.0,1117,25607.0,910.0 1063.9 0,1973.9,4027.6 593.5 0,4621.1,4937.6,1657.3,0,6595.0
552,KR,KR-60,Kolhapur,0 5775.0,0,5775.0,0 12000.0 0,12000.0,17432,29432.0,0 1814.4 0,1814.4,0 2101.0 0,2101.0,0,3915.4,0,3915.4
553,KR,KR-61,Kolhapur,0 2654.1,0,2654.1,0 7998.0 0,7998.0,16700,24698.0,0 1014.6 0,1014.6,0 1737.1 0,1737.1,0,2751.7,0,2751.7
554,KR,KR-62,Kolhapur,0 905.0,0,905.0,0 27143.0 0,27143.0,0,27143.0,0 1644.0 0,1644.0,0 4092.0 0,4092.0,0,5736.1,0,5736.1
555,KR,KR-63,Kolhapur,0 380.2,0,380.2,0 5682.0 0,5682.0,0,5682.0,0 224.7 0,224.7,0 1442.0 0,1442.0,0,1666.7,0,1666.7
556,KR,KR-64 A,Kolhapur,0 380.2,0,380.2,0 5145.0 0,5145.0,0,5145.0,0 170.4 0,170.4,0 1555.1 0,1555.1,0,1725.4,0,1725.4
557,KR,KR-64 B,Kolhapur,0 380.2,0,380.2,0 5387.0 0,5387.0,0,5387.0,0 247.6 0,247.6,0 1213.8 0,1213.8,0,1461.4,0,1461.4
558,KR,KR-64 C,Kolhapur,0 380.2,0,380.2,0 4045.0 0,4045.0,0,4045.0,0 186.0 0,186.0,0 611.0 0,611.0,0,796.9,0,796.9
559,KR,KR-65,Kolhapur,1770.9 1770.9,0,1770.9,4334.6 39654.4 0,43989.0,0,43989.0,447.8 3277.0 0,3724.8,2636.2 3266.7 0,5902.8,3083.9,6543.7,0,9627.6
560,KR,KR-66,Kolhapur,2203.8 2203.8,0,2203.8,4567.5 19832.5 0,24400.0,4608,29008.0,1104.6 3837.2 0,4941.8,4222.8 1524.3 0,5747.2,5327.5,5361.5,0,10689.0
561,KR,KR-67,Kolhapur,0 3633.4,0,3633.4,0 7704.0 0,7704.0,10400,18104.0,0 1456.1 0,1456.1,0 2634.0 0,2634.0,0,4090.1,0,4090.1
562,KR,KR-68,Kolhapur,0 3633.4,0,3633.4,0 11550.0 0,11550.0,24343,35893.0,0 2183.0 0,2183.0,0 4368.9 0,4368.9,0,6551.9,0,6551.9
563,KR,KR-69,Kolhapur,1119.3 1119.3,0,1119.3,6870.0 5680.0 0,12550.0,7424,19974.0,430.6 285.3 0,715.9,2264.5 873.5 0,3138.1,2695.1,1158.8,0,3853.9
564,KR,KR-7,Satara,747.7 747.7,0,747.7,2741.0 25419.0 0,28160.0,3696,31856.0,196.8 2171.0 0,2367.7,1878.7 694.3 0,2573.0,2075.4,2865.3,0,4940.7
565,KR,KR-70,Kolhapur,0 1119.3,0,1119.3,0 12453.0 0,12453.0,0,12453.0,0 625.4 0,625.4,0 1146.4 0,1146.4,0,1771.8,0,1771.8
566,KR,KR-71,Kolhapur,0 1464.3,0,1464.3,0 21756.0 0,21756.0,0,21756.0,0 1458.7 0,1458.7,0 802.4 0,802.4,0,2261.0,0,2261.0
567,KR,KR-72,Kolhapur,0 1464.3,0,1464.3,0 6225.0 0,6225.0,6000,12225.0,0 417.4 0,417.4,0 814.2 0,814.2,0,1231.6,0,1231.6
568,KR,KR-73,Kolhapur,0 2034.2,0,2034.2,0 20050.0 0,20050.0,17967,38017.0,0 1921.2 0,1921.2,0 1512.6 0,1512.6,0,3433.8,0,3433.8
569,KR,KR-74,Kolhapur,0 1119.3,0,1119.3,0 30458.0 0,30458.0,0,30458.0,0 1706.0 0,1706.0,0 2006.6 0,2006.6,0,3712.6,0,3712.6
570,KR,KR-75,Kolhapur,0 1460.9,0,1460.9,0 21424.0 0,21424.0,0,21424.0,0 2656.9 0,2656.9,0 3440.6 0,3440.6,0,6097.6,0,6097.6
571,KR,KR-76,Kolhapur,0 887.5,0,887.5,0 11520.0 0,11520.0,0,11520.0,0 861.5 0,861.5,0 1924.2 0,1924.2,0,2785.7,0,2785.7
572,KR,KR-77,Kolhapur,0 887.5,0,887.5,0 8288.0 0,8288.0,0,8288.0,0 619.8 0,619.8,0 1706.1 0,1706.1,0,2325.9,0,2325.9
573,KR,KR-78,Kolhapur,0 1460.9,0,1460.9,0 20513.0 0,20513.0,0,20513.0,0 2544.0 0,2544.0,0 2637.5 0,2637.5,0,5181.4,0,5181.4
574,KR,KR-79,Kolhapur,0 2655.1,0,2655.1,0 7666.0 0,7666.0,10200,17866.0,0 968.7 0,968.7,0 926.5 0,926.5,0,1895.2,0,1895.2
575,KR,KR-8,Satara,747.7 747.7,0,747.7,2374.8 16839.3 0,19214.0,2500,21714.0,184.7 1060.8 0,1245.5,1257.6 529.0 0,1786.6,1442.3,1589.8,0,3032.1
576,KR,KR-80,Kolhapur,0 2655.1,0,2655.1,0 6713.0 0,6713.0,0,6713.0,0 848.3 0,848.3,0 632.3 0,632.3,0,1480.6,0,1480.6
577,KR,KR-81,Kolhapur,0 2655.1,0,2655.1,0 6796.0 0,6796.0,0,6796.0,0 858.8 0,858.8,0 675.5 0,675.5,0,1534.3,0,1534.3
578,KR,KR-82,Kolhapur,0 2655.1,0,2655.1,0 19014.0 0,19014.0,7093,26107.0,0 2402.7 0,2402.7,0 1936.2 0,1936.2,0,4338.8,0,4338.8
579,KR,KR-83,Kolhapur,0 2655.1,0,2655.1,0 17404.0 0,17404.0,0,17404.0,0 2199.2 0,2199.2,0 2467.3 0,2467.3,0,4666.5,0,4666.5
580,KR,KR-84,Kolhapur,0 2655.1,0,2655.1,0 3522.0 0,3522.0,0,3522.0,0 718.4 0,718.4,0 338.8 0,338.8,0,1057.2,0,1057.2
581,KR,KR-85,Kolhapur,0 887.5,0,887.5,0 2886.0 0,2886.0,0,2886.0,0 316.9 0,316.9,0 416.8 0,416.8,0,733.8,0,733.8
582,KR,KR-9,Satara,0 512.1,0,512.1,0 14974.0 0,14974.0,3010,17984.0,0 939.1 0,939.1,0 361.6 0,361.6,0,1300.7,0,1300.7
583,WF_1,Kurla,Mumbai Sub,0 2042.2,0,2042.2,0 15165.0 0,15165.0,0,15165.0,0 2731.2 0,2731.2,0 201.6 0,201.6,0,2932.8,0,2932.8
584,MR,MR-03,Osmanabad,805.9 805.9,0,805.9,1500.0 13143.0 0,14643.0,1850,16493.0,150.1 1314.9 0,1464.9,37.9 514.0 0,551.9,188.0,1828.9,0,2016.8
585,MR,MR-1,Beed,635.0 635.0,0,635.0,1954.0 18959.0 0,20913.0,1568,22481.0,153.1 1485.0 0,1638.0,723.4 753.3 0,1476.7,876.5,2238.2,0,3114.7
586,MR,MR-10,Osmanabad,0 715.6,0,715.6,0 13767.0 0,13767.0,2550,16317.0,0 1200.6 0,1200.6,0 436.0 0,436.0,0,1636.6,0,1636.6
587,MR,MR-11,Osmanabad,715.6 715.6,0,715.6,1138.0 17115.0 0,18253.0,716,18969.0,99.0 1266.6 0,1365.7,15.5 458.1 0,473.6,114.5,1724.7,0,1839.2
588,MR,MR-12,Osmanabad,751.7 751.7,0,751.7,1037.0 14490.0 0,15527.0,1171,16698.0,100.1 1390.5 0,1490.6,189.1 1799.6 0,1988.7,289.2,3190.1,0,3479.3
589,MR,MR-13,Osmanabad,0 751.7,0,751.7,0 12547.0 0,12547.0,1785,14332.0,0 1211.3 0,1211.3,0 1203.5 0,1203.5,0,2414.7,0,2414.7
590,MR,MR-14,Beed,0 742.0,0,742.0,0 31818.0 0,31818.0,0,31818.0,0 2922.6 0,2922.6,0 457.3 0,457.3,0,3379.9,0,3379.9
591,MR,MR-14,Latur,634.9 634.9,0,634.9,0 3212.0 0,3212.0,0,3212.0,0 238.0 0,238.0,0 193.1 0,193.1,0,431.0,0,431.0
592,MR,MR-15,Latur,634.9 634.9,0,634.9,6695.0 10584.0 0,17279.0,1928,19207.0,267.8 714.6 0,982.4,286.3 461.3 0,747.6,554.1,1175.9,0,1730.0
593,MR,MR-15,Beed,742.0 742.0,0,742.0,397.0 3740.0 0,4137.0,1231,5368.0,36.5 343.5 0,380.0,105.0 165.0 0,269.9,141.4,508.5,0,649.9
594,MR,MR-16 A,Osmanabad,715.6 715.6,0,715.6,309.0 11996.0 0,12305.0,868,13173.0,26.9 1046.1 0,1073.1,5.0 538.8 0,543.7,31.9,1584.9,0,1616.8
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
595,MR,MR-16 B,Latur,634.9 634.9,0,634.9,1616.0 12911.0 0,14527.0,1443,15970.0,64.6 959.1 0,1023.7,179.1 653.8 0,832.9,243.7,1612.9,0,1856.6
596,MR,MR-17,Osmanabad,751.7 751.7,0,751.7,1079.0 14567.0 0,15646.0,1800,17446.0,104.2 1406.3 0,1510.4,23.9 926.0 0,949.9,128.1,2332.3,0,2460.3
597,MR,MR-18,Osmanabad,751.7 751.7,0,751.7,1307.0 14187.0 0,15494.0,2045,17539.0,105.2 1369.6 0,1474.7,32.6 598.4 0,631.0,137.7,1968.0,0,2105.7
598,MR,MR-19,Latur,634.9 634.9,0,634.9,3048.0 13610.0 0,16658.0,581,17239.0,181.1 959.4 0,1140.5,369.6 522.6 0,892.2,550.7,1482.0,0,2032.7
599,MR,MR-2,Beed,0 663.5,0,663.5,0 23405.0 0,23405.0,1200,24605.0,0 1911.2 0,1911.2,0 687.9 0,687.9,0,2599.1,0,2599.1
600,MR,MR-20,Latur,728.0 634.9,0,642.5,1908.0 21472.0 0,23380.0,809,24189.0,105.0 1914.0 0,2019.0,571.8 880.3 0,1452.1,676.8,2794.3,0,3471.1
601,MR,MR-20 A,Osmanabad,0 751.7,0,751.7,0 1675.0 0,1675.0,231,1906.0,0 161.7 0,161.7,0 106.9 0,106.9,0,268.6,0,268.6
602,MR,MR-21 A,Osmanabad,751.7 751.7,0,751.7,508.0 6866.0 0,7374.0,806,8180.0,49.0 565.5 0,614.6,8.1 499.0 0,507.1,57.1,1064.5,0,1121.6
603,MR,MR-21 B,Latur,728.0 728.0,0,728.0,584.0 25108.0 0,25692.0,3032,28724.0,26.8 2566.3 0,2593.1,118.9 577.8 0,696.7,145.7,3144.1,0,3289.8
604,MR,MR-22,Osmanabad,751.7 751.7,0,751.7,2060.0 21658.0 0,23718.0,2224,25942.0,198.9 2090.8 0,2289.7,49.9 1484.4 0,1534.3,248.8,3575.2,0,3824.0
605,MR,MR-23,Osmanabad,751.7 751.7,0,751.7,364.0 17832.0 0,18196.0,1353,19549.0,35.1 1721.5 0,1756.6,11.3 778.7 0,790.0,46.4,2500.1,0,2546.6
606,MR,MR-24,Latur,634.9 634.9,0,634.9,1829.0 10990.0 0,12819.0,398,13217.0,73.2 816.4 0,889.5,118.3 392.8 0,511.1,191.5,1209.1,0,1400.6
607,MR,MR-25,Latur,634.9 634.9,0,634.9,499.0 7322.0 0,7821.0,0,7821.0,20.0 292.9 0,312.8,15.0 199.0 0,214.0,35.0,491.9,0,526.9
608,MR,MR-26,Latur,634.9 634.9,0,634.9,1168.0 14775.0 0,15943.0,819,16762.0,104.1 1317.0 0,1421.2,48.3 470.0 0,518.4,152.4,1787.1,0,1939.5
609,MR,MR-27,Latur,634.9 634.9,0,634.9,2088.0 10163.0 0,12251.0,844,13095.0,100.2 905.9 0,1006.2,90.9 249.8 0,340.7,191.1,1155.7,0,1346.8
610,MR,MR-28,Latur,728.0 728.0,0,728.0,2111.0 15387.0 0,17498.0,2963,20461.0,116.2 846.9 0,963.0,305.0 670.0 0,975.0,421.2,1516.8,0,1938.0
611,MR,MR-29,Latur,728.0 728.0,0,728.0,1504.0 29896.0 0,31400.0,1022,32422.0,153.7 2546.4 0,2700.2,144.7 1174.6 0,1319.3,298.5,3721.0,0,4019.5
612,MR,MR-30,Osmanabad,898.8 898.8,0,898.8,2117.0 25298.0 0,27415.0,2484,29899.0,230.5 2804.7 0,3035.2,38.6 1013.9 0,1052.5,269.1,3818.6,0,4087.6
613,MR,MR-31 A,Latur,784.8 784.8,0,784.8,2665.0 28896.0 0,31561.0,2207,33768.0,158.1 1714.4 0,1872.6,147.3 934.5 0,1081.9,305.5,2649.0,0,2954.4
614,MR,MR-31 B,Beed,0 742.0,0,742.0,0 6222.0 0,6222.0,512,6734.0,0 544.4 0,544.4,0 168.9 0,168.9,0,713.3,0,713.3
615,MR,MR-32 A,Latur,634.9 634.9,0,634.9,643.0 13336.0 0,13979.0,1706,15685.0,30.9 961.1 0,991.9,44.2 424.8 0,469.0,75.1,1385.8,0,1460.9
616,MR,MR-32 B,Latur,634.9 634.9,0,634.9,0 9049.0 0,9049.0,1000,10049.0,0 730.3 0,730.3,0 196.6 0,196.6,0,926.9,0,926.9
617,MR,MR-32 B,Beed,0 742.0,0,742.0,0 8730.0 0,8730.0,0,8730.0,0 576.5 0,576.5,0 20.7 0,20.7,0,597.2,0,597.2
618,MR,MR-33,Latur,634.9 634.9,0,634.9,582.0 12965.0 0,13547.0,698,14245.0,27.9 622.3 0,650.2,4.4 406.6 0,411.0,32.3,1028.9,0,1061.2
619,MR,MR-34,Latur,728.0 655.2,0,660.7,1949.0 24062.0 0,26011.0,2272,28283.0,107.3 2213.5 0,2320.7,142.5 1057.4 0,1199.9,249.8,3270.9,0,3520.7
620,MR,MR-35,Latur,728.0 728.0,0,728.0,1449.0 16515.0 0,17964.0,0,17964.0,79.8 1688.0 0,1767.8,34.7 559.1 0,593.8,114.5,2247.1,0,2361.6
621,MR,MR-36 A,Osmanabad,898.8 898.8,0,898.8,604.0 7363.0 0,7967.0,997,8964.0,67.0 560.2 0,627.2,11.8 704.7 0,716.5,78.7,1265.0,0,1343.7
622,MR,MR-36 B,Latur,655.2 655.2,0,655.2,0 12641.0 0,12641.0,0,12641.0,0 626.2 0,626.2,0 631.8 0,631.8,0,1258.0,0,1258.0
623,MR,MR-37,Latur,784.8 784.8,0,784.8,0 13665.0 0,13665.0,1108,14773.0,0 810.8 0,810.8,0 518.7 0,518.7,0,1329.5,0,1329.5
624,MR,MR-37 B,Nanded,0 1067.7,0,1067.7,0 18120.0 0,18120.0,0,18120.0,0 1684.2 0,1684.2,0.2 121.8 0,122.0,0.2,1806.0,0,1806.2
625,MR,MR-38,Latur,784.8 784.8,0,784.8,1070.0 29046.0 0,30116.0,0,30116.0,63.5 1723.3 0,1786.8,47.3 1029.4 0,1076.7,110.7,2752.7,0,2863.5
626,MR,MR-39,Latur,634.9 634.9,0,634.9,0 13036.0 0,13036.0,1893,14929.0,0 625.7 0,625.7,0.7 1002.3 0,1003.0,0.7,1628.0,0,1628.7
627,MR,MR-4,Beed,0 692.0,0,692.0,0 39782.0 0,39782.0,0,39782.0,0 3381.0 0,3381.0,0 1045.5 0,1045.5,0,4426.5,0,4426.5
628,MR,MR-40,Latur,655.2 634.9,0,635.7,449.0 11055.0 0,11504.0,886,12390.0,22.2 985.4 0,1007.7,88.1 483.8 0,571.9,110.3,1469.2,0,1579.6
629,MR,MR-41,Latur,655.2 625.0,0,627.5,1417.0 15609.0 0,17026.0,0,17026.0,70.2 1214.5 0,1284.7,187.3 329.0 0,516.3,257.5,1543.6,0,1801.0
630,MR,MR-42,Latur,655.2 655.2,0,655.2,1216.0 11471.0 0,12687.0,1216,13903.0,111.9 1055.2 0,1167.1,21.5 235.0 0,256.5,133.4,1290.2,0,1423.6
631,MR,MR-43,Latur,655.2 655.2,0,655.2,0 15037.0 0,15037.0,2360,17397.0,0 744.8 0,744.8,0 485.8 0,485.8,0,1230.6,0,1230.6
632,MR,MR-44,Latur,655.2 655.2,0,655.2,815.0 17418.0 0,18233.0,2360,20593.0,40.4 862.8 0,903.1,202.7 558.9 0,761.6,243.1,1421.7,0,1664.7
633,MR,MR-45,Latur,655.2 655.2,0,655.2,815.0 33760.0 0,34575.0,2358,36933.0,75.0 1672.2 0,1747.2,48.3 1503.5 0,1551.7,123.2,3175.7,0,3298.9
634,MR,MR-46 B,Nanded,1068.4 1068.4,0,1068.4,1244.0 21896.0 0,23140.0,450,23590.0,165.1 2896.4 0,3061.4,207.6 120.5 0,328.1,372.7,3016.8,0,3389.5
635,MR,MR-46 B,Latur,784.8 784.8,0,784.8,177.0 14869.0 0,15046.0,1955,17001.0,19.5 1096.0 0,1115.5,33.1 664.4 0,697.5,52.6,1760.4,0,1813.0
636,MR,MR-47,Latur,761.2 761.2,0,761.2,3696.0 31267.0 0,34963.0,5513,40476.0,212.7 1799.3 0,2012.0,272.6 883.0 0,1155.6,485.3,2682.3,0,3167.6
637,MR,MR-48,Latur,761.2 761.2,0,761.2,489.0 21372.0 0,21861.0,1532,23393.0,28.1 1522.7 0,1550.9,39.8 632.0 0,671.8,67.9,2154.7,0,2222.7
638,MR,MR-49,Nanded,1068.0 1068.0,0,1068.0,1931.0 24859.0 0,26790.0,860,27650.0,256.2 3298.1 0,3554.2,242.7 171.4 0,414.0,498.9,3469.4,0,3968.3
639,MR,MR-5,Osmanabad,805.9 805.9,0,805.9,1850.0 10499.0 0,12349.0,1492,13841.0,185.1 1050.4 0,1235.4,19.4 330.6 0,350.0,204.5,1381.0,0,1585.5
640,MR,MR-50,Nanded,873.0 873.0,0,873.0,1699.0 26526.0 0,28225.0,1505,29730.0,169.4 2677.4 0,2846.7,215.8 231.4 0,447.3,385.2,2908.8,0,3294.0
641,MR,MR-51 A,Nanded,0 873.2,0,873.2,0 2499.0 0,2499.0,372,2871.0,0 269.5 0,269.5,0 55.7 0,55.7,0,325.2,0,325.2
642,MR,MR-51 A,Latur,761.2 761.2,0,761.2,2495.0 20300.0 0,22795.0,1458,24253.0,143.6 1168.2 0,1311.8,64.9 878.5 0,943.4,208.5,2046.7,0,2255.2
643,MR,MR-52 A,Nanded,0 873.0,0,873.0,0 2167.0 0,2167.0,725,2892.0,0 161.6 0,161.6,0 26.2 0,26.2,0,187.7,0,187.7
